alternate runways available|01235
alternating|01236
alternative|01237
altimeter|01238
altimetry|01239
altimetry system error|01240
altitude|01241
alto|01242
altocumulus|01243
altostratus|01244
Amberley|01245
ambulance|01246
amend|01247
amended|01248
amended to|01249
amending|01250
amendment|01251
amends|01252
AMHS|01253
amount|01254
AMSL|01255
an|01256
an appropriate ATC frequency|01257
and|01258
and above|01259
and below|01260
and control system|01261
and hold|01262
and may recur|01263
anemometer|01264
anemometers|01265
animal|01266
animals|01267
Antenov|01268
any|01269
APAPI|01270
applicable|01271
applies|01272
apply|01273
applying|01274
approach|01275
approach control|01276
approach control service|01277
approach control services|01278
approach control unit|01279
approach end cable|01280
approach frequency|01281
approach lighting system|01282
approach lights|01283
approach path|01284
approach services|01285
approaches|01286
approaching|01287
appropriate|01288
approval|01289
approve|01290
approved|01291
approved A330 type|01292
approved operations|01293
approving|01294
approximate|01295
approximately|01296
April|01297
apron|01298
aprons|01299
Arcadia|01300
Archerfield|01301
are|01302
are advised|01303
are not available|01304
are requested|01305
are restricted to|01306
area|01307
area approach control centre|01308
area control|01309
area control centre|01310
area forecast|01311
area navigation|01312
Area QNH|01313
area QNH zone|01314
area surveillance radar|01315
areas|01316
arfor|01317
arm|01318
Armadale|01319
armed|01320
arming|01321
arms|01322
army|01323
around|01324
Arrabury|01325
arrange|01326
arranged|01327
arranging|01328
arrestor|01329
arrestor cable|01330
arrival|01331
arrival information|01332
arrival procedure|01333
arrival terminal information|01334
arrivals|01335
arrivals terminal information|01336
arrive|01337
arrives|01338
arriving|01339
as|01340
as per|01341
as soon as possible|01342
ASAP|01343
ascend|01344
ascending|01345
ascending to|01346
ascent|01347
ascent to|01348
ash|01349
asphalt|01350
assess|01351
assessment|01352
assigned|01353
assigning|01354
associated|01355
associated with|01356
at|01357
at 1 thousand feet|01358
at 2 5 0 feet|01359
at 2 thousand feet|01360
at 5 hundred feet|01361
at holding point|01362
at sea|01363
at the coast|01364
at time|01365
at up wind end|01366
AT-VASIS|01367
ATA|01368
ATC|01369
ATC experiencing system failure|01370
ATD|01371
Atherton|01372
ATIS|01373
atmospherics|01374
ATN|01375
ATS|01376
attack|01377
attempt|01378
attempt to contact|01379
attempt to contact tower on|01380
attention|01381
augmentation|01382
augmented|01383
August|01384
Augusta|01385
Augustus|01386
Aussie|01387
Australia|01388
Australian|01389
Australian Capital Territory|01390
Australian VOLMET out|01391
authorisation|01392
authorised|01393
authorising|01394
auto|01395
automated|01396
automated weather observation|01397
automatic|01398
automatic aerodrome information service|01399
automatic dependent surveillance|01400
automatic direction finding equipment|01401
automatic terminal information|01402
Automatic Terminal Information Service|01403
Automatic weather information broadcast|01404
automatic weather information service|01405
Automatic Weather Station|01406
automatically|01407
autonomous|01408
auxiliary|01409
AV8B|01410
availability|01411
available|01412
available for departure|01413
available for departures|01414
available length|01415
Avalon|01416
Avalon East|01417
average|01418
AVGAS|01419
aviation|01420
aviation reference number|01421
AVNEX|01422
avoid|01423
AVTUR|01424
away|01425
AWIB|01426
AWIS|01427
AWS|01428
AWS aerodrome weather at|01429
Ayers Rock|01430
Ayr|01431
azimuth|01432
B|02000
B52|02001
Baatar|02002
back|02003
back track|02004
back tracking|02005
backed|02006
backing|02007
bad|02008
badger|02009
Baghdad|02010
Bairnesdale|02011
Ballarat|02012
Ballidu|02013
balloon|02014
balloons|02015
band|02016
bank|02017
banks|02018
Bankstown|02019
banner|02020
bar|02021
Barcaldine|02022
barometric|02023
Barraba|02024
Barraldine|02025
barrier|02026
barriers|02027
bars|02028
Barwon|02029
Barwon Prison|02030
Barwon West|02031
base|02032
based|02033
Bassett|02034
bat|02035
bath|02036
Bathurst|02037
bats|02038
battery|02039
bay|02040
bays|02041
be|02042
Be alert for other traffic|02043
beach|02044
beacon|02045
bearing|02046
beauty|02047
become|02048
becoming|02049
Bedourie|02050
Beech|02051
Beechcraft|02052
been|02053
Beenlee|02054
beep|02055
Beermullah|02056
before|02057
behind|02058
being|02059
Bellenden Kerr|02060
below|02061
below 1 0 thousand feet|02062
below 1 1 thousand feet|02063
below 1 2 thousand feet|02064
below 1 thousand feet|02065
below 2 3 thousand kilograms|02066
below 2 thousand feet|02067
below 3 thousand feet|02068
below 4 thousand feet|02069
below 5 thousand feet|02070
below 6 thousand feet|02071
below 7 thousand feet|02072
below 8 thousand feet|02073
below 9 thousand feet|02074
below clouds|02075
Bendigo|02076
best|02077
between|02078
between apron and|02079
between layers|02080
beware|02081
beware of|02082
bi|02083
Bindi|02084
Bindoon|02085
Bingara|02086
bird|02087
bird hazard exists|02088
birds|02089
birds in area|02090
bitumen|02091
black|02092
Blackall|02093
Blackhawk|02094
Blackwater|02095
blast|02096
blasting|02097
block|02098
blocked|02099
blocking|02100
blocks|02101
blowing|02102
blowing dust|02103
blowing sand|02104
blowing snow|02105
blowing spray|02106
blue|02107
board|02108
boards|02109
Boatman|02110
bodied|02111
body|02112
Boeing|02113
Boeing 707|02114
Boeing 717|02115
Boeing 727|02116
Boeing 737|02117
Boeing 747|02118
Boeing 757|02119
Boeing 767|02120
Boeing 777|02121
Boeing 787|02122
Boeing 797|02123
Bolga|02124
Bolinda|02125
Bollon|02126
Bolte|02127
bomb|02128
bomber|02129
bombers|02130
bombing|02131
bombs|02132
Bondi|02133
Bordertown|02134
Botany|02135
Botany Bay|02136
both|02137
both runways|02138
Boulia|02139
bound|02140
boundary|02141
Bowen|02142
brake|02143
braking|02144
braking action|02145
Brasilia|02146
Brasilia 120|02147
Bravo|02148
Bravo and Charlie|02149
breakthrough|02150
breeze|02151
Brewarrina|02152
bridge|02153
briefing|02154
briefing office|02155
briefings|02156
bright|02157
brighten|02158
Brighton|02159
Brisbane|02160
Brisbane FIR|02161
British|02162
British Aerospace|02163
broadcast|02164
Broadcast intentions on|02165
broadcast station|02166
broadcasting|02167
broadcasting station|02168
broadcasts|02169
broken|02170
Broken Hill|02171
Broome|02172
brown|02173
Brunswick|02174
building|02175
buildings|02176
bull|02177
bulletin|02178
Bulloo|02179
bump|02180
bumps|02181
Bundaberg|02182
bureau|02183
Bureau of Meteorology|02184
Burketown|02185
bush|02186
bushfire|02187
bushfires|02188
but|02189
by|02190
by aircraft|02191
by emergency services|02192
Byron|02193
C|03000
C130|03001
C17|03002
C47|03003
cab|03004
cabin|03005
cable|03006
cables|03007
Cairns|03008
calibration|03009
calibrator|03010
call|03011
calling|03012
callsign|03013
calm|03014
Camden|03015
Camooweal|03016
can|03017
Canadair|03018
Canberra|03019
cancel|03020
cancellation|03021
cancelled|03022
cancelling|03023
Canobie|03024
capability|03025
capable|03026
capacity|03027
car race|03028
care|03029
cargo|03030
Caribou|03031
Carnarvon|03032
carriage|03033
carried|03034
carry|03035
carrying|03036
Cartwright|03360
cat|03037
Cat 1 holding points in use|03038
categories|03039
category|03040
cause|03041
caused|03042
caused by|03043
causing|03044
caution|03045
Caversham|03046
CAVOK|03047
CAWLY|03048
CB|03049
CBs|03050
CCK|03051
cease|03052
ceased|03053
ceases|03054
Ceduna|03055
ceiling|03056
cell|03057
Celsius|03058
CENSAR|03059
centimetres|03060
centre|03061
centre and left|03062
centre and right|03063
centre field|03064
centre field wind|03065
centre line|03066
centre line lighting|03067
centre line lights|03068
centred|03069
certified|03070
Cessna|03071
Cessnock|03072
Challenger|03073
change|03074
change frequency to|03075
changed|03076
changeover|03077
changeover point|03078
changes|03079
changing|03080
channel|03081
Chapman|03082
characteristic|03083
characteristics|03084
Charleville|03085
Charlie|03086
Charon|03087
chart|03088
charter|03089
Charters|03090
charts|03091
check|03092
check NOTAMs|03093
check your VHF sets|03094
checks|03095
Chillagoe|03096
Chinook|03097
chopper|03098
choppers|03099
christmas|03100
chutes|03101
circling|03102
circling approach|03103
circuit|03104
circuits|03105
circular|03106
cirrocumulus|03107
cirrostratus|03108
cirrus|03109
Citation|03110
city|03111
civil|03112
civil aviation|03113
civil aviation order|03114
civil aviation orders|03115
civil aviation regulation|03116
civil aviation regulations|03117
Civil Aviation Safety Authority|03118
Clackline|03119
class|03120
class charlie airspace|03121
class charlie and delta airspace|03122
classification|03123
classified|03124
classify|03125
clear|03126
clear air turbulence|03127
clear of the runway|03128
clearance|03129
clearance delivery|03130
clearance expiry time|03131
clearances|03132
cleared|03133
cleared flight level|03134
cleared to|03135
cleared visual approach|03136
clearing|03137
clearway|03138
Clermont|03139
Clifton|03140
Clifton Springs|03141
climb|03142
climb gradient|03143
climb to|03144
climbing|03145
climbing to|03146
climbs|03147
Cloncurry|03148
close|03149
close to|03150
closed|03151
closed to all aircraft|03152
closed to all operations|03153
closer|03154
closes|03155
closest|03156
closing|03157
closure|03158
closures|03159
cloud|03160
cloud base|03161
cloud top|03162
cloud tops|03163
clouds|03164
cloudy|03165
club|03166
CNS|03167
coast|03168
coastal|03169
Cobar|03170
cockpit|03171
code|03172
Coen|03173
Coffs|03174
Coffs Harbour|03175
cold|03176
collapse|03177
collapsed|03178
collapsing|03179
Collinsville|03180
collision|03181
collision avoidance|03182
collision avoidance system|03183
Colo|03184
colocated|03185
colour|03186
coloured|03187
combined|03188
comm|03189
commander|03190
commence|03191
commenced|03192
commencing|03193
commissioned|03194
common|03195
comms|03196
comms problems|03197
communication|03198
communications|03199
compacted|03362
compass|03200
complete|03201
completed|03202
completing|03203
completion|03204
comply|03205
component|03206
concrete|03207
condition|03208
conditional|03209
conditions|03210
Condobolin|03211
conduct|03212
conducted|03213
conducting|03214
cone|03215
cones|03216
confined|03217
confirm|03218
congestion|03219
conical|03220
consecutive|03221
consist|03222
consist of|03223
consistent|03224
consisting|03225
consisting of|03226
consists|03227
consists of|03228
constant|03229
construct|03230
constructed|03231
constructing|03232
construction|03233
contact|03234
contact apron|03235
contact apron on|03236
contact clearance delivery|03237
contact flight watch|03238
contact terminal|03239
contact terminal on|03240
contact tower|03241
contacted|03242
contacting|03243
contain|03244
containing|03245
contains|03246
contaminated|03247
contamination|03248
contingency|03249
contingency procedures apply|03250
continue|03251
continued|03252
continues|03253
continuing|03254
continuous|03255
continuously|03256
contract|03257
contracted|03258
contracting|03259
contracts|03260
control|03261
control area|03262
control system|03263
control zone|03264
Control zone and restricted areas deactivated|03265
control zone surface|03266
controlled|03267
controller|03268
controllers|03269
controlling|03270
controls|03271
converging|03272
converging runway operations|03273
Coogee|03274
Coogee Bay|03275
Cook|03276
Cooktown|03277
Coolangatta|03278
Cooma|03279
Coonabarabran|03280
coord|03281
coordinate|03282
coordinated|03283
coordinates|03284
coordination|03285
coordinator|03286
Cootamundra|03287
copied|03288
copy|03289
copying|03290
CORDO|03291
corellas|03292
Corowa|03293
correct|03294
corrected|03295
correction|03296
counter|03297
course|03298
cover|03299
coverage|03361
covered|03300
covered by|03301
covering|03302
CPDLC|03303
Craigieburn|03304
Craigieburn Overpass|03305
Cranbourne|03306
crane|03307
cranes|03308
Craven|03309
crew|03310
critical|03311
critical area|03312
critical areas|03313
critical location|03314
critical locations|03315
Cronulla|03316
cross|03317
cross wind|03318
cross wind maximum|03319
cross wind mean|03320
cross winds|03321
crossbar|03322
crosses|03323
crossing|03324
crows|03325
cruise|03326
cruising|03327
crystal|03328
CT4|03329
CTA|03330
CTAF|03331
CTAF procedures|03332
CTAF procedures apply|03333
CTAF radio procedures apply|03334
CTR|03335
Cudal|03336
Culin|03337
cumiliform|03338
cumuliform|03339
cumulo|03340
cumulonimbus|03341
cumulonimbus in area|03342
cumulus|03343
Cungelella|03344
Cunnamulla|03345
curfew|03346
curfew in operation until|03347
curfew in operation until time|03348
curfew restrictions apply|03349
current|03350
currently|03351
currently no delay|03352
currently not available|03353
Curtin|03354
Customs|03355
cutter|03356
cutting|03357
cyclone|03358
cyclonic|03359
D|04000
D-ATIS|04001
D-VOLMET|04002
daily|04003
Dajarra|04004
damage|04005
damaged|04006
damaging|04007
damp|04008
danger|04009
danger area|04010
danger areas|04011
dangerous|04012
Darwin|04013
Dash|04014
Dash 8|04015
data|04016
data interchange|04017
data link|04018
database|04019
date|04020
Davenport|04021
day|04022
day and night|04023
dayglo|04024
daylight|04025
daylight saving|04026
days|04027
DC10|04028
DC9|04029
DCPC|04030
deactivated|04031
deactive|04032
dead|04033
dead reckoning|04034
debris|04035
December|04036
deception|04037
decimal|04038
decision|04039
decision altitude|04040
decision height|04041
declare|04042
declared|04043
decommissioned|04044
decrease|04045
decreased|04046
decreased to|04047
decreasing|04048
deep|04049
degradation|04050
degree|04051
degrees|04052
degrees Celsius|04053
Delamere|04054
delay|04055
delay indefinite|04056
delayed|04057
delaying|04058
delays|04059
delays may occur|04060
delete|04061
deleted|04062
delineated|04063
delivery|04064
Delta|04065
demolition|04066
dense|04067
dense upper cloud|04068
density|04069
density altitude|04070
depart|04071
departed|04072
departing|04073
departs|04074
departure|04075
departure and approach procedures|04076
departure end cable|04077
departure frequency|04078
departure information|04079
departure procedure|04080
departure procedure 1 in use|04081
departure procedure 2 in use|04082
departure terminal information|04083
departures|04084
departures terminal information|04085
depend|04086
depend on|04087
dependent|04088
depending|04089
depending on|04090
depends|04091
depends on|04092
depot|04093
depression|04094
depressions|04095
depth|04096
Derby|04097
descend|04098
descend to|04099
descend to and maintain|04100
descending|04101
descending to|04102
descent|04103
designator|04104
destination|04105
destinations|04106
destined|04107
detail|04108
detailed|04109
detailed in|04110
detailed in AIP sup|04111
detailed in AIP supplement|04112
detailing|04113
details|04114
deteriorate|04115
deteriorating|04116
deterioration|04117
deviating|04118
deviation|04119
device|04120
devices|04121
devil|04122
devils|04123
Devonport|04124
dew point|04125
dew point temperature|04126
DF|04127
diagram|04128
diagrams|04129
diamond|04130
diamond dust|04131
diffuse|04132
diffused|04133
digging|04134
digital|04135
DIPSO|04136
direct|04137
direct to|04138
directed|04139
direction|04140
direction finder|04141
direction finding station|04142
direction finding stations|04143
directional|04144
disabled|04145
disaster|04146
dispersal|04147
displace|04148
displaced|04149
displaced runway threshold|04150
displaced threshold|04151
display|04152
display in progress|04153
displayed|04154
displays|04155
disrupt|04156
disrupted|04157
disrupting|04158
disruption|04159
distance|04160
distance to run|04161
distance to run marker boards|04162
distant|04163
distress|04164
distress phase|04165
diversion|04166
diversions|04167
diversions will be available|04168
divert|04169
diverted|04170
diverting|04171
DME|04172
do|04173
do not|04174
Do not use|04175
dock|04176
docked|04177
docking|04178
document|04179
documents|04180
does|04181
domestic|04182
Doncaster|04183
Doncaster Shoppingtown|04184
Doomadgee|04185
doppler|04186
doppler VOR|04187
DOSEL|04188
double|04189
doubled|04190
down|04191
down draft|04192
down wind|04193
down wind maximum|04194
downgrade|04195
downgraded|04196
downgraded to|04197
downgraded to category 1|04198
downgraded to category 2|04199
downgraded to category 3|04200
DR|04201
draft|04202
drafts|04203
drag|04204
drifting|04205
drizzle|04206
drizzle in area|04207
droguechutes|04208
drop|04209
dry|04210
dual|04211
Dubbo|04212
due|04213
due aircraft|04214
due curfew requirements|04215
due emergency|04216
due emergency conditions|04217
due flight test|04218
due flight testing|04219
due lighting failure|04220
due maintenance|04221
due parked aircraft|04222
due possible evacuation|04223
due power failure|04224
due reciprocal runway operations|04225
due soft wet surface|04226
due staff shortage|04227
due technical problem|04228
due technical problems|04229
due technical reason|04230
due technical reasons|04231
due to an emergency|04232
due to cyclone activity|04233
due to emergency|04234
due tower evacuation|04235
due tower facility failure|04236
due work in progress|04237
due works|04238
dull|04239
Dunbar|04240
duration|04241
Durham|04242
during|04243
Durrie|04244
dust|04245
dust devil|04246
dust devils|04247
dust devils in area|04248
dust haze|04249
dust storm|04250
Dutson|04251
duty|04252
Dysart|04253
DZ|04254
E|05000
E-Jet|05001
E-Jet 170|05002
E-Jet 190|05003
EA6B|05004
each|05005
earlier|05006
earliest|05007
early|05008
earth|05009
earthquake|05010
earthquakes|05011
east|05012
east and north|05013
east and north east|05014
east and south|05015
east and south east|05016
East Lakes|05017
east north east|05018
East Sale|05019
east south east|05020
eastbound|05021
easter|05022
easterly|05023
eastern|05024
Echo|05025
edge|05026
edge lighting|05027
edge lights|05028
edges|05029
Edinburgh|05030
EET|05031
effect|05032
effective|05033
effective from|05034
effective immediately|05035
Eglin|05036
egress|05037
either|05038
elaborative|05039
elapsed|05040
electrical|05041
electronic|05042
elevation|05043
ELL|05044
Elliot|05045
elsewhere|05046
ELT|05047
embedded|05048
Embrayer|05049
Embrayer 170|05050
Embrayer 190|05051
Emerald|05052
emergency|05053
emission|05054
emu|05055
emus|05056
encounter|05057
encountered|05058
encountering|05059
end|05060
end of runway|05061
end point|05062
ends|05063
endurance|05064
engine|05065
engined|05066
engines|05067
enroute|05068
enroute chart|05069
enroute surveillance radar|05070
ensure|05071
enter|05072
entering|05073
ENTRA|05074
entrance|05075
entry|05076
EPIRB|05077
Epping|05078
Epping Township|05079
equal|05080
equals|05081
equipment|05082
equipped|05083
ERC|05084
erected|05085
Ernabella|05086
Eromanga|05087
error|05088
errors|05089
ERSA|05090
eruption|05091
eruptions|05092
escarpment|05093
escort|05094
Esperance|05095
ESS|05096
Essendon|05097
estimate|05098
estimated|05099
estimated arrival time|05100
estimated departure time|05101
estimated elapsed time|05102
estimated landing time|05103
estimated off blocks time|05104
estimated time of arrival|05105
estimated time of departure|05106
estimated time over|05107
estimating|05108
ETA|05109
ETD|05110
ETO|05111
evacuated|05112
evacuation|05113
Evans|05114
evening|05115
event|05116
events|05117
every|05118
EVONN|05119
except|05120
except Air Shows Down Under approved operations|05121
except as per NOTAM|05122
except ASDU approved operations|05123
except for|05124
except for approved operations|05125
except for approved operators|05126
except on|05127
except public holidays|05128
except to|05129
excess|05130
exclusive|05131
exercise|05132
exercises|05133
exercising|05134
exist|05135
existing|05136
exists|05137
exit|05138
exit taxiway|05139
exits|05140
expand|05141
expanded|05142
expanding|05143
expands|05144
expect|05145
expect delay|05146
expect delays|05147
expect departure from holding point|05148
expect DME arrival|05149
expect ILS approach|05150
expect ILS PRM approach|05151
expect independent visual approach|05152
expect instrument approach|05153
expect localiser approach|05154
expect moderate turbulence|05155
expect NDB approach|05156
expect possible delay|05157
expect possible delays|05158
expect PRM approach|05159
expect RNAV approach|05160
expect runway|05161
expect traffic|05162
expect turbulence|05163
expect turbulence in circuit area|05164
expect turbulence on final|05165
expect turbulence over runway|05166
expect vehicular traffic|05167
expect visual approach|05168
expect VOR approach|05169
expect VSA approach|05170
expected|05171
expected approach time|05172
expecting|05173
experience|05174
experienced|05175
experiencing|05176
expire|05177
expired|05178
expiring|05179
expiry|05180
expiry time|05181
explosive|05182
explosives|05183
express|05184
extend|05185
extended|05186
extended range|05187
extended range operations|05188
extending|05189
extension|05190
extensive|05191
extensive holding|05192
external|05193
extra|05194
extreme|05195
extremely|05196
eye|05197
F|06000
F111|06001
F15|06002
F16|06003
F18|06004
F35|06005
F5|06006
FA18|06007
facilities|06008
facility|06009
fahrenheit|06010
fail|06011
failed|06012
failing|06013
fails|06014
failure|06015
failures|06016
falcon|06017
fall|06018
falls|06019
false|06020
False indications possible|06021
fast|06022
fax|06023
feature|06024
February|06025
feet|06026
feet per minute|06027
festival|06028
few|06029
fewer|06030
FIA|06031
FIC|06032
field|06033
fighter|06034
fighters|06035
fighting|06036
final|06037
final approach|06038
final approach and take off area|06039
final approach fix|06040
final approach point|06041
find|06042
finder|06043
finding|06044
fine|06045
finish|06046
finished|06047
finishing|06048
FIO|06049
FIR|06050
fire|06051
fire brigade|06052
fire fighting|06053
fire relief|06054
firearms|06055
fired|06056
fires|06057
fireworks|06058
firing|06059
first|06060
first available|06061
first light|06062
FIS|06063
fish|06064
fish spotting|06065
fishing zone|06066
fishing zones|06067
fix|06068
fixed|06069
fixing|06070
flack|06071
flare|06072
flares|06073
flash|06074
flashes|06075
flashing|06076
flashing light|06077
flashing lights|06078
flat|06079
Flemington|06080
Flemington Racecourse|06081
flexible|06082
flight|06083
flight check|06084
flight data processing|06085
flight data processing system|06086
flight forecast|06087
flight information area|06088
flight information centre|06089
flight information office|06090
flight information region|06091
flight information service|06092
flight level|06093
flight management system|06094
flight notification|06095
flight plan|06096
flight plan designator|06097
flight plan route|06098
flight service|06099
flight strip|06100
flight test|06101
flight testing|06102
flight tests|06103
flight watch|06104
flights|06105
Flinders|06106
Flinders Island|06107
flock|06108
flocks|06109
flood|06110
flooded|06111
flooding|06112
floods|06113
flow|06114
flow management|06115
flow management unit|06116
fluctuated|06117
fluctuating|06118
fluctuation|06119
fly|06120
fly neighbourly|06121
fly neighbourly area|06122
flying|06123
flying fox|06124
flying foxes|06125
FM|06126
FMS|06127
fod|06128
fog|06129
fog bank|06130
fog banks|06131
fog patches|06132
fog patches in area|06133
Fokker|06134
Fokker 100|06135
Fokker 50|06136
follow|06137
followed|06138
following|06139
follows|06140
foot|06141
for|06142
for aerodrome movement procedures|06143
for all aircraft|06144
for all other arrival|06145
for all other arrivals|06146
for all other departure|06147
for all other departures|06148
for all training aircraft|06149
for arrival|06150
for arrival and departure|06151
for arrivals|06152
for arrivals and departures|06153
for circuit aircraft|06154
for current aerodrome status|06155
for departure|06156
for departures|06157
for detail|06158
for details|06159
for further detail|06160
for further details|06161
for further information|06162
for further instructions|06163
for inbound airways clearance|06164
for isolated severe turbulence|06165
for light aircraft|06166
for non jet departures|06167
for occasional severe turbulence|06168
for other arrival|06169
for other arrivals|06170
for other departure|06171
for other departures|06172
for other operations|06173
for start and pushback|06174
for taxiway entry clearance|06175
for test|06176
force|06177
forecast|06178
forecast wind|06179
forecasted|06180
forecasting|06181
forecasting centre|06182
forecasts|06183
formation|06184
forming|06185
Forster|06186
fox|06187
foxes|06188
foxmike|06189
Foxtrot|06190
fracto|06191
frangible|06192
free|06193
freeway|06194
Freeway Overpass|06195
freezing|06196
freezing drizzle|06197
freezing fog|06198
freezing level|06199
freezing rain|06200
freight|06201
frequencies|06202
frequency|06203
frequent|06204
Friday|06205
from|06206
from east|06207
from north|06208
from north and east|06209
from north and west|06210
from south|06211
from south and east|06212
from south and west|06213
from the east|06214
from the north|06215
from the north and east|06216
from the north and west|06217
from the south|06218
from the south and east|06219
from the south and west|06220
from the threshold|06221
from the west|06222
from threshold|06223
from time|06224
from west|06225
front|06226
frontal|06227
frost|06228
fruit|06229
FS|06230
FTS|06231
fuel|06232
fuel remaining|06233
full|06234
full length available|06235
full stop landing|06236
fully|06237
functionality|06238
funnel|06239
funnel cloud|06240
further|06241
G|07000
gain|07001
gained|07002
gaining|07003
galahs|07004
gale|07005
gales|07006
gap|07007
gaps|07008
gasoline|07009
gate|07010
gateway|07011
Gateway Bridge|07012
GBAS|07013
GBAS landing system|07014
GBAS-2|07015
GBAS-2 landing system|07016
GCA|07017
geese|07018
general|07019
general aviation|07020
general aviation aerodrome|07021
general aviation aerodrome procedures|07022
geographic|07023
Georgetown|07024
Geraldton|07025
Giles|07026
Gingin|07027
Gladstone|07028
glare|07029
Glenfield|07030
Glengyle|07031
Glenormiston|07032
glide|07033
glide path|07034
glide path intercept|07035
glider|07036
glider flying|07037
gliders|07038
gliding|07039
global|07040
Global Express|07041
global navigation satellite system|07042
global navigation system|07043
global positioning system|07044
globe|07045
Globemaster|07046
GLONASS|07047
GLS|07048
GNS|07049
GNSS|07050
go|07051
go around|07052
goggle|07053
goggles|07054
gold|07055
Gold Coast|07056
